Model,MDO3014
Firmware Version,1.30

Waveform Type,ANALOG,,,,,Waveform Type,DIGITAL
Point Format,Y,,,,,Point Format,Y
Horizontal Units,s,,,,,Horizontal Units,s
Horizontal Scale,4e-07,,,,,Horizontal Scale,4e-07
Horizontal Delay,4.28e-07,,,,,,
Sample Interval,4e-10,,,,,Sample Interval,2e-09
Record Length,10000,,,,,Record Length,2000
Gating,0.0% to 100.0%,,,,,Gating,0.1% to 100.0%
Probe Attenuation,10,10,1000,1,,,
Vertical Units,V,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,0,,Threshold Used,3.04
Vertical Scale,100,2,2000,1,,,
Vertical Position,-0.06,-3.32,-2.38,-4.08,,,
,,,,,,,
,,,,,,,
,,,,,,,
Label,di/dt,Current,MCP,Trigger,,Label,
TIME,CH1,CH2,CH3,CH4,,TIME,D0
-7.3760e-07,106,6.88,40,0,,,
-7.3720e-07,94,6.88,-40,0,,,
-7.3680e-07,98,6.96,40,0,,,
-7.3640e-07,94,6.88,40,0,,,
-7.3600e-07,90,6.8,120,-0.04,,,
-7.3560e-07,90,6.72,120,-0.08,,,
-7.3520e-07,90,6.72,40,0,,,
-7.3480e-07,86,6.8,40,-0.04,,,
-7.3440e-07,86,6.72,40,0,,,
-7.3400e-07,90,6.64,-40,-0.04,,,
-7.3360e-07,82,6.72,40,0,,,
-7.3320e-07,82,6.64,-40,-0.04,,,
-7.3280e-07,86,6.72,-40,0,,,
-7.3240e-07,86,6.72,120,0,,,
-7.3200e-07,86,6.72,40,0,,,
-7.3160e-07,82,6.72,40,0,,,
-7.3120e-07,86,6.72,40,0,,,
-7.3080e-07,86,6.64,40,0,,,
-7.3040e-07,94,6.56,120,0.04,,,
-7.3000e-07,90,6.56,-40,-0.04,,,
-7.2960e-07,94,6.48,-40,0,,,
-7.2920e-07,98,6.48,-40,0,,,
-7.2880e-07,102,6.4,40,0,,,
-7.2840e-07,102,6.48,40,-0.04,,,
-7.2800e-07,106,6.48,40,-0.04,,,
-7.2760e-07,102,6.56,40,-0.04,,,
-7.2720e-07,110,6.56,120,0,,,
-7.2680e-07,110,6.56,40,0,,,
-7.2640e-07,106,6.48,40,-0.04,,,
-7.2600e-07,110,6.56,40,-0.04,,,
-7.2560e-07,110,6.56,40,0,,,
-7.2520e-07,114,6.56,120,0,,,
-7.2480e-07,114,6.56,120,-0.04,,,
-7.2440e-07,118,6.56,-40,-0.04,,,
-7.2400e-07,118,6.56,-40,-0.04,,,
-7.2360e-07,114,6.64,40,0,,,
-7.2320e-07,114,6.64,-40,-0.04,,,
-7.2280e-07,106,6.64,120,-0.04,,,
-7.2240e-07,106,6.64,40,0,,,
-7.2200e-07,102,6.72,40,-0.08,,,
-7.2160e-07,102,6.8,40,-0.04,,,
-7.2120e-07,98,6.72,120,-0.04,,,
-7.2080e-07,94,6.64,40,-0.08,,,
-7.2040e-07,94,6.72,-40,-0.04,,,
-7.2000e-07,94,6.72,40,-0.04,,,
-7.1960e-07,86,6.72,40,-0.04,,,
-7.1920e-07,82,6.8,120,0,,,
-7.1880e-07,82,6.64,40,-0.04,,,
-7.1840e-07,78,6.72,-40,-0.04,,,
-7.1800e-07,78,6.72,40,0,,,
-7.1760e-07,82,6.72,40,0,,,
-7.1720e-07,82,6.8,-40,-0.08,,,
-7.1680e-07,82,6.8,-40,-0.08,,,
-7.1640e-07,86,6.88,40,-0.04,,,
-7.1600e-07,86,6.8,40,-0.08,,,
-7.1560e-07,86,6.8,-40,0,,,
-7.1520e-07,86,6.8,-40,-0.04,,,
-7.1480e-07,90,6.96,40,-0.04,,,
-7.1440e-07,90,6.88,40,-0.08,,,
-7.1400e-07,90,6.88,40,-0.04,,,
-7.1360e-07,98,6.96,-40,-0.04,,,
-7.1320e-07,98,6.96,40,0,,,
-7.1280e-07,106,6.96,40,0.04,,,
-7.1240e-07,110,6.88,40,-0.04,,,
-7.1200e-07,118,6.88,120,-0.04,,,
-7.1160e-07,118,6.96,40,0,,,
-7.1120e-07,122,6.88,40,0,,,
-7.1080e-07,126,6.88,120,0,,,
-7.1040e-07,126,6.88,-40,0,,,
-7.1000e-07,126,6.96,-40,0,,,
-7.0960e-07,118,6.88,40,-0.04,,,
-7.0920e-07,122,6.96,-40,0,,,
-7.0880e-07,122,6.96,40,0,,,
-7.0840e-07,122,6.96,-40,0,,,
-7.0800e-07,122,6.88,40,-0.04,,,
-7.0760e-07,118,6.96,120,-0.04,,,
-7.0720e-07,114,6.96,120,-0.04,,,
-7.0680e-07,110,6.88,40,0,,,
-7.0640e-07,106,6.96,40,0,,,
-7.0600e-07,102,7.04,40,-0.04,,,
-7.0560e-07,94,7.04,40,0,,,
-7.0520e-07,94,6.96,40,-0.04,,,
-7.0480e-07,86,7.04,-40,-0.04,,,
-7.0440e-07,82,6.96,120,-0.04,,,
-7.0400e-07,82,7.04,-40,-0.04,,,
-7.0360e-07,78,7.04,-40,-0.04,,,
-7.0320e-07,74,7.04,40,0,,,
-7.0280e-07,70,6.96,-40,0,,,
-7.0240e-07,70,6.88,40,0,,,
-7.0200e-07,66,6.88,40,0,,,
-7.0160e-07,70,6.88,-40,0,,,
-7.0120e-07,70,6.88,40,0,,,
-7.0080e-07,70,6.96,-40,-0.08,,,
-7.0040e-07,70,6.8,-40,-0.04,,,
-7.0000e-07,74,6.72,40,0,,,
-6.9960e-07,82,6.72,-40,0,,,
-6.9920e-07,78,6.72,-40,-0.04,,,
-6.9880e-07,86,6.72,40,-0.04,,,
-6.9840e-07,82,6.64,40,0,,,
-6.9800e-07,86,6.72,-40,0,,,
-6.9760e-07,86,6.8,-40,0.04,,,
-6.9720e-07,94,6.72,120,0.04,,,
-6.9680e-07,98,6.8,40,0,,,
-6.9640e-07,102,6.8,120,0,,,
-6.9600e-07,102,6.8,40,0.04,,,
-6.9560e-07,106,6.64,40,0.04,,,
-6.9520e-07,110,6.72,40,0,,,
-6.9480e-07,110,6.72,40,0.04,,,
-6.9440e-07,110,6.64,40,0,,,
-6.9400e-07,114,6.72,-40,0,,,
-6.9360e-07,118,6.56,120,0,,,
-6.9320e-07,110,6.72,120,0,,,
-6.9280e-07,114,6.64,-40,0.04,,,
-6.9240e-07,110,6.64,40,0,,,
-6.9200e-07,106,6.72,40,0,,,
-6.9160e-07,106,6.8,40,0,,,
-6.9120e-07,102,6.72,-40,0,,,
-6.9080e-07,98,6.72,-40,0,,,
-6.9040e-07,90,6.8,-40,0,,,
-6.9000e-07,86,6.8,120,0,,,
-6.8960e-07,82,6.88,40,-0.04,,,
-6.8920e-07,78,6.88,120,0,,,
-6.8880e-07,74,6.96,40,0.04,,,
-6.8840e-07,70,6.96,120,0.04,,,
-6.8800e-07,66,7.12,40,0.04,,,
-6.8760e-07,70,7.12,120,0,,,
-6.8720e-07,66,7.12,-40,0,,,
-6.8680e-07,62,6.96,40,0,,,
-6.8640e-07,66,7.04,40,0.04,,,
-6.8600e-07,62,7.2,-40,0,,,
-6.8560e-07,66,7.2,-40,0,,,
-6.8520e-07,62,7.28,40,0.04,,,
-6.8480e-07,66,7.28,40,-0.04,,,
-6.8440e-07,66,7.28,40,0,,,
-6.8400e-07,66,7.36,40,0.04,,,
-6.8360e-07,70,7.36,40,0,,,
-6.8320e-07,70,7.52,120,0,,,
-6.8280e-07,78,7.36,40,0,,,
-6.8240e-07,86,7.52,40,-0.04,,,
-6.8200e-07,90,7.52,40,0,,,
-6.8160e-07,94,7.6,-40,-0.08,,,
-6.8120e-07,102,7.6,40,-0.04,,,
-6.8080e-07,98,7.52,40,-0.04,,,
-6.8040e-07,110,7.52,40,0,,,
-6.8000e-07,110,7.52,120,0,,,
-6.7960e-07,114,7.6,40,0,,,
-6.7920e-07,118,7.6,40,0,,,
-6.7880e-07,122,7.52,40,-0.04,,,
-6.7840e-07,126,7.52,40,0,,,
-6.7800e-07,122,7.44,40,0.04,,,
-6.7760e-07,126,7.44,40,0,,,
-6.7720e-07,122,7.52,120,0,,,
-6.7680e-07,118,7.52,40,0.04,,,
-6.7640e-07,118,7.36,-40,0,,,
-6.7600e-07,114,7.36,40,-0.04,,,
-6.7560e-07,110,7.44,40,-0.04,,,
-6.7520e-07,110,7.44,40,0,,,
-6.7480e-07,102,7.36,40,0,,,
-6.7440e-07,102,7.36,120,0,,,
-6.7400e-07,94,7.28,40,-0.04,,,
-6.7360e-07,94,7.28,-40,-0.04,,,
-6.7320e-07,86,7.36,120,-0.08,,,
-6.7280e-07,86,7.28,120,-0.04,,,
-6.7240e-07,82,7.44,40,0,,,
-6.7200e-07,82,7.36,40,-0.04,,,
-6.7160e-07,78,7.28,-40,0,,,
-6.7120e-07,70,7.28,40,0,,,
-6.7080e-07,70,7.28,40,0,,,
-6.7040e-07,66,7.28,120,0.04,,,
-6.7000e-07,66,7.2,40,0,,,
-6.6960e-07,70,7.2,40,-0.04,,,
-6.6920e-07,70,7.2,-40,-0.04,,,
-6.6880e-07,66,7.2,40,0,,,
-6.6840e-07,70,7.2,40,0,,,
-6.6800e-07,78,7.2,40,-0.04,,,
-6.6760e-07,78,7.2,40,-0.04,,,
-6.6720e-07,82,7.2,40,-0.04,,,
-6.6680e-07,82,7.12,-40,0,,,
-6.6640e-07,86,7.2,-40,0.04,,,
-6.6600e-07,90,7.2,-40,-0.04,,,
-6.6560e-07,94,7.2,40,0,,,
-6.6520e-07,102,7.12,40,0,,,
-6.6480e-07,106,7.2,40,-0.04,,,
-6.6440e-07,110,7.12,40,-0.08,,,
-6.6400e-07,110,7.2,40,-0.04,,,
-6.6360e-07,118,7.28,40,-0.04,,,
-6.6320e-07,114,7.28,40,-0.04,,,
-6.6280e-07,114,7.28,40,0,,,
-6.6240e-07,122,7.28,-120,0,,,
-6.6200e-07,122,7.2,-40,-0.04,,,
-6.6160e-07,118,7.2,-40,-0.04,,,
-6.6120e-07,122,7.2,40,-0.04,,,
-6.6080e-07,122,7.2,-40,0,,,
-6.6040e-07,122,7.28,40,0,,,
-6.6000e-07,122,7.28,-40,-0.04,,,
-6.5960e-07,118,7.36,40,-0.08,,,
-6.5920e-07,110,7.2,-40,-0.04,,,
-6.5880e-07,110,7.28,40,-0.04,,,
-6.5840e-07,110,7.2,-40,-0.04,,,
-6.5800e-07,102,7.28,120,-0.04,,,
-6.5760e-07,102,7.2,120,-0.04,,,
-6.5720e-07,94,7.28,-40,0,,,
-6.5680e-07,98,7.28,-40,-0.08,,,
-6.5640e-07,94,7.36,-40,0.04,,,
-6.5600e-07,86,7.36,40,0.04,,,
-6.5560e-07,86,7.36,-40,-0.08,,,
-6.5520e-07,82,7.36,40,-0.08,,,
-6.5480e-07,82,7.36,40,-0.04,,,
-6.5440e-07,78,7.44,40,-0.04,,,
-6.5400e-07,78,7.44,40,-0.04,,,
-6.5360e-07,70,7.36,40,-0.04,,,
-6.5320e-07,74,7.36,40,-0.04,,,
-6.5280e-07,78,7.52,40,-0.08,,,
-6.5240e-07,78,7.52,-40,-0.04,,,
-6.5200e-07,78,7.52,40,-0.04,,,
-6.5160e-07,82,7.44,40,0,,,
-6.5120e-07,82,7.44,-40,0,,,
-6.5080e-07,78,7.36,-40,0,,,
-6.5040e-07,86,7.44,40,-0.04,,,
-6.5000e-07,86,7.44,40,-0.08,,,
-6.4960e-07,86,7.44,-40,-0.08,,,
-6.4920e-07,86,7.44,-120,-0.04,,,
-6.4880e-07,94,7.52,-40,0,,,
-6.4840e-07,98,7.44,40,-0.04,,,
-6.4800e-07,94,7.52,40,-0.04,,,
-6.4760e-07,98,7.52,40,-0.04,,,
-6.4720e-07,98,7.52,40,0,,,
-6.4680e-07,98,7.6,40,0,,,
-6.4640e-07,102,7.44,40,-0.04,,,
-6.4600e-07,106,7.52,40,-0.08,,,
-6.4560e-07,106,7.52,40,0,,,
-6.4520e-07,106,7.44,120,-0.04,,,
-6.4480e-07,98,7.44,40,-0.04,,,
-6.4440e-07,98,7.44,40,-0.08,,,
-6.4400e-07,98,7.44,120,0,,,
-6.4360e-07,102,7.52,120,0,,,
-6.4320e-07,94,7.44,40,0,,,
-6.4280e-07,98,7.28,-40,0,,,
-6.4240e-07,90,7.36,-40,-0.04,,,
-6.4200e-07,90,7.36,40,-0.04,,,
-6.4160e-07,86,7.28,40,-0.04,,,
-6.4120e-07,82,7.28,40,0,,,
-6.4080e-07,86,7.2,40,0,,,
-6.4040e-07,86,7.28,40,-0.04,,,
-6.4000e-07,82,7.28,40,-0.04,,,
-6.3960e-07,74,7.28,120,-0.04,,,
-6.3920e-07,74,7.28,-40,0,,,
-6.3880e-07,78,7.28,-40,0.04,,,
-6.3840e-07,70,7.28,-40,0,,,
-6.3800e-07,70,7.2,40,-0.04,,,
-6.3760e-07,70,7.2,-40,-0.04,,,
-6.3720e-07,74,7.2,40,0,,,
-6.3680e-07,74,7.2,40,-0.04,,,
-6.3640e-07,78,7.2,40,-0.04,,,
-6.3600e-07,78,7.2,40,-0.04,,,
-6.3560e-07,78,7.28,40,-0.04,,,
-6.3520e-07,78,7.2,120,0,,,
-6.3480e-07,82,7.04,40,-0.04,,,
-6.3440e-07,86,7.12,-40,0,,,
-6.3400e-07,86,7.2,-40,-0.04,,,
-6.3360e-07,86,7.12,40,0,,,
-6.3320e-07,90,7.2,-40,0,,,
-6.3280e-07,86,7.28,120,0,,,
-6.3240e-07,94,7.28,-40,0.04,,,
-6.3200e-07,94,7.36,-40,0,,,
-6.3160e-07,94,7.36,-40,0.04,,,
-6.3120e-07,94,7.36,40,0.04,,,
-6.3080e-07,102,7.36,40,0.04,,,
-6.3040e-07,94,7.44,40,0.08,,,
-6.3000e-07,94,7.52,40,0,,,
-6.2960e-07,98,7.52,40,0,,,
-6.2920e-07,94,7.44,200,0,,,
-6.2880e-07,98,7.52,40,0,,,
-6.2840e-07,98,7.52,-40,-0.04,,,
-6.2800e-07,94,7.44,-40,0,,,
-6.2760e-07,94,7.6,-40,0.04,,,
-6.2720e-07,98,7.52,40,0,,,
-6.2680e-07,98,7.6,-40,0,,,
-6.2640e-07,98,7.68,-40,-0.04,,,
-6.2600e-07,90,7.76,40,0,,,
-6.2560e-07,94,7.76,40,0,,,
-6.2520e-07,94,7.76,40,0,,,
-6.2480e-07,94,8,-40,-0.04,,,
-6.2440e-07,90,7.84,40,0,,,
-6.2400e-07,90,7.84,40,0,,,
-6.2360e-07,90,7.84,40,0,,,
-6.2320e-07,90,7.84,-40,0.04,,,
-6.2280e-07,94,7.92,-40,0.08,,,
-6.2240e-07,86,7.92,40,0.04,,,
-6.2200e-07,90,7.84,40,-0.04,,,
-6.2160e-07,90,7.92,40,0,,,
-6.2120e-07,90,7.84,-120,-0.04,,,
-6.2080e-07,86,7.84,40,-0.04,,,
-6.2040e-07,90,7.84,40,0,,,
-6.2000e-07,86,7.84,-40,0,,,
-6.1960e-07,90,7.84,-120,0.04,,,
-6.1920e-07,86,7.84,40,-0.04,,,
-6.1880e-07,90,7.92,-40,-0.04,,,
-6.1840e-07,90,7.84,40,0,,,
-6.1800e-07,94,7.84,-40,0.04,,,
-6.1760e-07,90,7.84,40,0,,,
-6.1720e-07,94,7.76,120,0,,,
-6.1680e-07,90,7.76,-40,-0.04,,,
-6.1640e-07,94,7.84,40,0,,,
-6.1600e-07,94,7.76,-40,0,,,
-6.1560e-07,94,7.84,-40,0,,,
-6.1520e-07,94,7.76,40,0,,,
-6.1480e-07,94,7.84,120,-0.04,,,
-6.1440e-07,94,7.76,-40,0,,,
-6.1400e-07,94,7.68,40,0.04,,,
-6.1360e-07,94,7.76,40,-0.04,,,
-6.1320e-07,102,7.68,120,0,,,
-6.1280e-07,94,7.68,120,-0.04,,,
-6.1240e-07,98,7.52,120,0,,,
-6.1200e-07,94,7.68,40,0.04,,,
-6.1160e-07,94,7.6,40,0,,,
-6.1120e-07,98,7.6,40,0.04,,,
-6.1080e-07,98,7.52,-40,-0.08,,,
-6.1040e-07,98,7.6,-40,0.04,,,
-6.1000e-07,94,7.6,40,0,,,
-6.0960e-07,98,7.6,40,0.04,,,
-6.0920e-07,102,7.6,40,0.04,,,
-6.0880e-07,98,7.6,-40,-0.04,,,
-6.0840e-07,94,7.68,40,-0.08,,,
-6.0800e-07,98,7.6,40,0,,,
-6.0760e-07,98,7.68,120,0,,,
-6.0720e-07,98,7.68,40,-0.04,,,
-6.0680e-07,98,7.6,40,-0.04,,,
-6.0640e-07,94,7.6,40,0,,,
-6.0600e-07,98,7.52,-40,0,,,
-6.0560e-07,98,7.68,-40,0,,,
-6.0520e-07,98,7.52,40,0,,,
-6.0480e-07,102,7.52,120,-0.04,,,
-6.0440e-07,98,7.52,40,0,,,
-6.0400e-07,90,7.68,40,-0.04,,,
-6.0360e-07,94,7.68,-40,0,,,
-6.0320e-07,90,7.6,40,-0.04,,,
-6.0280e-07,90,7.68,40,-0.04,,,
-6.0240e-07,90,7.68,40,0,,,
-6.0200e-07,90,7.76,40,-0.04,,,
-6.0160e-07,86,7.76,40,0,,,
-6.0120e-07,90,7.76,40,0,,,
-6.0080e-07,82,7.84,-40,-0.04,,,
-6.0040e-07,90,7.76,40,0,,,
-6.0000e-07,86,7.84,40,0,,,
-5.9960e-07,86,7.84,120,-0.04,,,
-5.9920e-07,78,7.84,-40,-0.04,,,
-5.9880e-07,78,7.76,40,-0.04,,,
-5.9840e-07,78,7.76,-40,0,,,
-5.9800e-07,78,7.68,40,-0.08,,,
-5.9760e-07,78,7.84,40,-0.08,,,
-5.9720e-07,78,7.76,40,0,,,
-5.9680e-07,78,7.76,40,0,,,
-5.9640e-07,78,7.76,40,-0.04,,,
-5.9600e-07,78,7.76,40,-0.04,,,
-5.9560e-07,82,7.76,-40,-0.04,,,
-5.9520e-07,90,7.84,40,-0.08,,,
-5.9480e-07,86,7.92,-40,-0.04,,,
-5.9440e-07,90,8,-40,0,,,
-5.9400e-07,86,7.84,40,0,,,
-5.9360e-07,90,7.92,120,0,,,
-5.9320e-07,94,7.92,40,0,,,
-5.9280e-07,90,8,40,0.04,,,
-5.9240e-07,90,8,40,0,,,
-5.9200e-07,94,8,120,0,,,
-5.9160e-07,94,8,40,0,,,
-5.9120e-07,98,8,-40,0,,,
-5.9080e-07,94,8,40,-0.04,,,
-5.9040e-07,94,7.92,40,0,,,
-5.9000e-07,94,8,40,-0.04,,,
-5.8960e-07,90,7.92,40,-0.04,,,
-5.8920e-07,90,8,-40,0,,,
-5.8880e-07,86,8,40,0,,,
-5.8840e-07,86,7.84,40,-0.08,,,
-5.8800e-07,90,8,40,0,,,
-5.8760e-07,86,8,40,-0.04,,,
-5.8720e-07,86,7.92,40,-0.04,,,
-5.8680e-07,82,7.92,40,-0.04,,,
-5.8640e-07,82,7.92,-40,0,,,
-5.8600e-07,82,7.92,40,0,,,
-5.8560e-07,78,7.92,-40,0.04,,,
-5.8520e-07,78,7.84,40,-0.04,,,
-5.8480e-07,78,7.84,40,0,,,
-5.8440e-07,74,7.92,-40,0,,,
-5.8400e-07,70,7.92,40,0,,,
-5.8360e-07,74,7.92,40,0,,,
-5.8320e-07,74,7.92,40,-0.04,,,
-5.8280e-07,70,7.84,40,-0.04,,,
-5.8240e-07,74,7.76,40,-0.04,,,
-5.8200e-07,78,7.76,40,0,,,
-5.8160e-07,78,7.84,40,-0.08,,,
-5.8120e-07,78,7.84,40,-0.08,,,
-5.8080e-07,78,7.84,40,-0.04,,,
-5.8040e-07,82,7.76,40,0,,,
-5.8000e-07,86,7.76,40,0,,,
-5.7960e-07,82,7.76,-40,0,,,
-5.7920e-07,86,7.68,40,-0.04,,,
-5.7880e-07,86,7.68,120,-0.04,,,
-5.7840e-07,94,7.76,40,-0.04,,,
-5.7800e-07,98,7.76,-40,0,,,
-5.7760e-07,90,7.76,40,0,,,
-5.7720e-07,98,7.76,120,0,,,
-5.7680e-07,98,7.76,40,0,,,
-5.7640e-07,102,7.84,120,-0.08,,,
-5.7600e-07,102,7.76,-40,-0.04,,,
-5.7560e-07,98,7.76,40,0,,,
-5.7520e-07,102,7.84,40,0,,,
-5.7480e-07,102,8,-40,0,,,
-5.7440e-07,98,7.84,-40,-0.08,,,
-5.7400e-07,98,7.84,-40,0,,,
-5.7360e-07,98,8,40,-0.04,,,
-5.7320e-07,98,7.92,40,-0.04,,,
-5.7280e-07,94,8.08,40,0.04,,,
-5.7240e-07,94,8.16,40,0,,,
-5.7200e-07,90,8.08,40,0,,,
-5.7160e-07,82,8.08,40,0,,,
-5.7120e-07,86,8.16,-40,-0.04,,,
-5.7080e-07,82,8.24,40,-0.04,,,
-5.7040e-07,78,8.32,40,0,,,
-5.7000e-07,78,8.24,40,-0.04,,,
-5.6960e-07,74,8.24,40,-0.04,,,
-5.6920e-07,74,8.32,120,-0.04,,,
-5.6880e-07,74,8.4,40,0,,,
-5.6840e-07,70,8.48,40,-0.04,,,
-5.6800e-07,66,8.4,-40,0,,,
-5.6760e-07,70,8.32,40,0,,,
-5.6720e-07,70,8.4,-40,-0.04,,,
-5.6680e-07,70,8.48,40,0,,,
-5.6640e-07,74,8.48,40,0,,,
-5.6600e-07,78,8.48,-40,0,,,
-5.6560e-07,78,8.48,-40,-0.04,,,
-5.6520e-07,86,8.4,-40,-0.04,,,
-5.6480e-07,86,8.48,40,0,,,
-5.6440e-07,86,8.4,40,0,,,
-5.6400e-07,94,8.4,40,0,,,
-5.6360e-07,98,8.48,40,0,,,
-5.6320e-07,94,8.56,40,-0.04,,,
-5.6280e-07,106,8.4,40,0,,,
-5.6240e-07,106,8.64,40,0,,,
-5.6200e-07,106,8.48,-40,0,,,
-5.6160e-07,110,8.56,-40,0.04,,,
-5.6120e-07,114,8.56,40,0.04,,,
-5.6080e-07,110,8.56,120,0,,,
-5.6040e-07,110,8.56,40,0,,,
-5.6000e-07,110,8.48,40,0.04,,,
-5.5960e-07,106,8.48,-40,0.04,,,
-5.5920e-07,110,8.56,40,0,,,
-5.5880e-07,110,8.48,40,0,,,
-5.5840e-07,106,8.48,40,0,,,
-5.5800e-07,106,8.4,-40,0.08,,,
-5.5760e-07,106,8.48,40,0.08,,,
-5.5720e-07,98,8.4,40,0.12,,,
-5.5680e-07,98,8.32,40,0.04,,,
-5.5640e-07,94,8.32,-40,0,,,
-5.5600e-07,90,8.32,-40,0,,,
-5.5560e-07,86,8.4,-40,0,,,
-5.5520e-07,86,8.4,40,0,,,
-5.5480e-07,78,8.24,120,0.04,,,
-5.5440e-07,78,8.4,40,0,,,
-5.5400e-07,74,8.4,40,0,,,
-5.5360e-07,70,8.32,120,0.04,,,
-5.5320e-07,70,8.32,40,0.04,,,
-5.5280e-07,78,8.24,40,0,,,
-5.5240e-07,66,8.32,-40,-0.04,,,
-5.5200e-07,66,8.32,40,0,,,
-5.5160e-07,74,8.32,40,0.08,,,
-5.5120e-07,74,8.4,120,0.04,,,
-5.5080e-07,70,8.32,40,0.04,,,
-5.5040e-07,74,8.32,-40,0,,,
-5.5000e-07,74,8.16,-40,0,,,
-5.4960e-07,78,8.24,120,0,,,
-5.4920e-07,78,8.32,40,0,,,
-5.4880e-07,86,8.08,40,0,,,
-5.4840e-07,86,8.24,40,0,,,
-5.4800e-07,90,8.32,40,0,,,
-5.4760e-07,90,8.24,40,0,,,
-5.4720e-07,94,8.24,-40,0.04,,,
-5.4680e-07,94,8.16,-40,0.04,,,
-5.4640e-07,94,8.24,-40,0.08,,,
-5.4600e-07,98,8.24,-40,0.04,,,
-5.4560e-07,102,8.24,40,0.04,,,
-5.4520e-07,106,8.32,-40,0,,,
-5.4480e-07,102,8.24,40,0,,,
-5.4440e-07,102,8.24,40,0,,,
-5.4400e-07,98,8.24,40,0,,,
-5.4360e-07,98,8.24,-40,0,,,
-5.4320e-07,98,8.24,40,0,,,
-5.4280e-07,94,8.32,40,0,,,
-5.4240e-07,94,8.32,40,0,,,
-5.4200e-07,94,8.32,40,0,,,
-5.4160e-07,86,8.32,40,-0.04,,,
-5.4120e-07,86,8.4,-40,-0.04,,,
-5.4080e-07,78,8.4,-40,-0.04,,,
-5.4040e-07,74,8.32,40,0,,,
-5.4000e-07,74,8.4,40,0,,,
-5.3960e-07,70,8.48,40,-0.04,,,
-5.3920e-07,66,8.48,40,0,,,
-5.3880e-07,62,8.48,40,0.04,,,
-5.3840e-07,58,8.56,40,-0.04,,,
-5.3800e-07,58,8.48,-40,-0.08,,,
-5.3760e-07,54,8.56,40,0,,,
-5.3720e-07,58,8.56,40,-0.04,,,
-5.3680e-07,58,8.64,-40,-0.04,,,
-5.3640e-07,58,8.56,120,-0.08,,,
-5.3600e-07,54,8.56,120,-0.04,,,
-5.3560e-07,62,8.64,40,-0.04,,,
-5.3520e-07,58,8.64,40,-0.04,,,
-5.3480e-07,66,8.64,-120,0,,,
-5.3440e-07,66,8.64,40,0,,,
-5.3400e-07,70,8.72,40,-0.04,,,
-5.3360e-07,70,8.64,-40,0,,,
-5.3320e-07,74,8.64,40,-0.04,,,
-5.3280e-07,78,8.64,40,-0.04,,,
-5.3240e-07,86,8.64,40,-0.04,,,
-5.3200e-07,90,8.64,40,-0.08,,,
-5.3160e-07,86,8.64,120,-0.04,,,
-5.3120e-07,90,8.72,40,-0.04,,,
-5.3080e-07,90,8.72,40,-0.04,,,
-5.3040e-07,94,8.72,-40,-0.08,,,
-5.3000e-07,94,8.72,-40,-0.04,,,
-5.2960e-07,94,8.72,-40,0,,,
-5.2920e-07,98,8.72,40,-0.04,,,
-5.2880e-07,98,8.64,120,-0.04,,,
-5.2840e-07,98,8.48,120,-0.04,,,
-5.2800e-07,98,8.56,40,-0.04,,,
-5.2760e-07,102,8.48,40,-0.04,,,
-5.2720e-07,102,8.48,40,-0.04,,,
-5.2680e-07,98,8.56,40,-0.04,,,
-5.2640e-07,94,8.48,40,-0.08,,,
-5.2600e-07,94,8.48,120,-0.04,,,
-5.2560e-07,90,8.48,-120,-0.04,,,
-5.2520e-07,90,8.48,-40,-0.04,,,
-5.2480e-07,90,8.4,40,-0.08,,,
-5.2440e-07,90,8.4,40,-0.04,,,
-5.2400e-07,86,8.4,40,0,,,
-5.2360e-07,86,8.56,40,-0.04,,,
-5.2320e-07,74,8.48,40,-0.08,,,
-5.2280e-07,82,8.4,40,-0.04,,,
-5.2240e-07,78,8.48,40,-0.04,,,
-5.2200e-07,78,8.56,40,-0.04,,,
-5.2160e-07,74,8.48,40,-0.04,,,
-5.2120e-07,78,8.4,120,-0.04,,,
-5.2080e-07,78,8.4,120,-0.04,,,
-5.2040e-07,74,8.32,40,-0.08,,,
-5.2000e-07,74,8.4,40,-0.08,,,
-5.1960e-07,78,8.4,-40,-0.08,,,
-5.1920e-07,78,8.48,40,-0.04,,,
-5.1880e-07,78,8.48,40,-0.04,,,
-5.1840e-07,82,8.48,-40,0,,,
-5.1800e-07,82,8.56,-40,0,,,
-5.1760e-07,78,8.56,120,-0.08,,,
-5.1720e-07,82,8.56,40,-0.04,,,
-5.1680e-07,82,8.56,120,-0.04,,,
-5.1640e-07,82,8.64,40,-0.04,,,
-5.1600e-07,90,8.72,-40,-0.04,,,
-5.1560e-07,86,8.64,-40,-0.04,,,
-5.1520e-07,90,8.64,120,-0.04,,,
-5.1480e-07,90,8.56,120,-0.12,,,
-5.1440e-07,94,8.64,40,-0.04,,,
-5.1400e-07,98,8.72,40,-0.04,,,
-5.1360e-07,94,8.72,40,0,,,
-5.1320e-07,94,8.72,40,-0.04,,,
-5.1280e-07,94,8.72,40,-0.04,,,
-5.1240e-07,94,8.8,40,-0.04,,,
-5.1200e-07,94,8.8,40,0,,,
-5.1160e-07,94,8.8,120,-0.04,,,
-5.1120e-07,86,8.8,-40,-0.04,,,
-5.1080e-07,90,8.88,-40,-0.04,,,
-5.1040e-07,86,8.8,40,-0.04,,,
-5.1000e-07,86,8.8,40,-0.04,,,
