Model,MDO3014
Firmware Version,1.30

Waveform Type,ANALOG,,,,,Waveform Type,DIGITAL
Point Format,Y,,,,,Point Format,Y
Horizontal Units,s,,,,,Horizontal Units,s
Horizontal Scale,4e-07,,,,,Horizontal Scale,4e-07
Horizontal Delay,4.28e-07,,,,,,
Sample Interval,4e-10,,,,,Sample Interval,2e-09
Record Length,10000,,,,,Record Length,2000
Gating,0.0% to 100.0%,,,,,Gating,0.1% to 100.0%
Probe Attenuation,10,10,1000,1,,,
Vertical Units,V,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,0,,Threshold Used,3.04
Vertical Scale,100,2,2000,1,,,
Vertical Position,-0.06,-3.32,-2.38,-4.08,,,
,,,,,,,
,,,,,,,
,,,,,,,
Label,di/dt,Current,MCP,Trigger,,Label,
TIME,CH1,CH2,CH3,CH4,,TIME,D0
3.1800e-07,6,11.6,40,2.4,,,
3.1840e-07,6,11.52,-40,2.44,,,
3.1880e-07,6,11.6,40,2.4,,,
3.1920e-07,10,11.52,120,2.44,,,
3.1960e-07,6,11.52,40,2.4,,,
3.2000e-07,10,11.52,40,2.4,,,
3.2040e-07,10,11.6,40,2.44,,,
3.2080e-07,10,11.52,40,2.4,,,
3.2120e-07,10,11.52,-40,2.44,,,
3.2160e-07,6,11.52,40,2.4,,,
3.2200e-07,10,11.6,40,2.4,,,
3.2240e-07,14,11.52,-40,2.36,,,
3.2280e-07,10,11.52,-40,2.4,,,
3.2320e-07,14,11.52,-40,2.36,,,
3.2360e-07,10,11.52,-40,2.36,,,
3.2400e-07,14,11.52,-40,2.4,,,
3.2440e-07,14,11.52,40,2.36,,,
3.2480e-07,14,11.52,40,2.44,,,
3.2520e-07,18,11.52,40,2.44,,,
3.2560e-07,18,11.52,40,2.36,,,
3.2600e-07,10,11.52,40,2.36,,,
3.2640e-07,14,11.52,-40,2.36,,,
3.2680e-07,14,11.52,120,2.4,,,
3.2720e-07,14,11.6,120,2.4,,,
3.2760e-07,18,11.52,-40,2.44,,,
3.2800e-07,14,11.6,-40,2.44,,,
3.2840e-07,14,11.6,120,2.4,,,
3.2880e-07,18,11.68,40,2.36,,,
3.2920e-07,14,11.6,40,2.36,,,
3.2960e-07,10,11.68,40,2.4,,,
3.3000e-07,14,11.68,40,2.36,,,
3.3040e-07,14,11.6,40,2.32,,,
3.3080e-07,10,11.68,40,2.4,,,
3.3120e-07,10,11.6,40,2.4,,,
3.3160e-07,10,11.68,40,2.36,,,
3.3200e-07,6,11.68,40,2.4,,,
3.3240e-07,14,11.68,40,2.36,,,
3.3280e-07,14,11.68,40,2.4,,,
3.3320e-07,14,11.68,40,2.4,,,
3.3360e-07,10,11.68,40,2.4,,,
3.3400e-07,6,11.76,40,2.4,,,
3.3440e-07,6,11.68,-40,2.36,,,
3.3480e-07,14,11.68,-40,2.4,,,
3.3520e-07,10,11.68,40,2.32,,,
3.3560e-07,6,11.68,40,2.36,,,
3.3600e-07,10,11.76,-40,2.4,,,
3.3640e-07,6,11.68,40,2.4,,,
3.3680e-07,10,11.68,40,2.4,,,
3.3720e-07,6,11.68,40,2.36,,,
3.3760e-07,6,11.68,-40,2.36,,,
3.3800e-07,6,11.68,120,2.4,,,
3.3840e-07,10,11.68,40,2.4,,,
3.3880e-07,10,11.6,40,2.4,,,
3.3920e-07,6,11.76,40,2.36,,,
3.3960e-07,6,11.68,-40,2.36,,,
3.4000e-07,14,11.76,40,2.4,,,
3.4040e-07,6,11.68,-40,2.4,,,
3.4080e-07,14,11.68,40,2.36,,,
3.4120e-07,10,11.68,40,2.4,,,
3.4160e-07,10,11.68,40,2.44,,,
3.4200e-07,14,11.68,40,2.4,,,
3.4240e-07,10,11.68,120,2.4,,,
3.4280e-07,10,11.76,-40,2.4,,,
3.4320e-07,10,11.68,40,2.4,,,
3.4360e-07,14,11.68,40,2.4,,,
3.4400e-07,14,11.68,-40,2.4,,,
3.4440e-07,10,11.68,40,2.4,,,
3.4480e-07,14,11.6,40,2.44,,,
3.4520e-07,14,11.68,40,2.44,,,
3.4560e-07,10,11.6,40,2.44,,,
3.4600e-07,10,11.6,40,2.44,,,
3.4640e-07,14,11.68,-40,2.36,,,
3.4680e-07,10,11.68,-40,2.36,,,
3.4720e-07,14,11.6,-40,2.4,,,
3.4760e-07,10,11.6,40,2.36,,,
3.4800e-07,10,11.6,120,2.44,,,
3.4840e-07,6,11.6,120,2.36,,,
3.4880e-07,6,11.68,40,2.4,,,
3.4920e-07,6,11.6,-40,2.36,,,
3.4960e-07,10,11.6,120,2.44,,,
3.5000e-07,10,11.52,-40,2.4,,,
3.5040e-07,10,11.6,40,2.4,,,
3.5080e-07,6,11.6,-40,2.36,,,
3.5120e-07,10,11.6,-40,2.36,,,
3.5160e-07,10,11.6,120,2.4,,,
3.5200e-07,6,11.6,120,2.44,,,
3.5240e-07,6,11.68,40,2.44,,,
3.5280e-07,10,11.6,40,2.4,,,
3.5320e-07,6,11.6,40,2.4,,,
3.5360e-07,6,11.68,-40,2.4,,,
3.5400e-07,10,11.68,-40,2.4,,,
3.5440e-07,10,11.52,40,2.4,,,
3.5480e-07,10,11.68,-40,2.4,,,
3.5520e-07,6,11.6,40,2.44,,,
3.5560e-07,6,11.68,-40,2.4,,,
3.5600e-07,6,11.68,40,2.36,,,
3.5640e-07,6,11.68,40,2.4,,,
3.5680e-07,14,11.6,120,2.44,,,
3.5720e-07,14,11.6,-40,2.44,,,
3.5760e-07,14,11.6,-40,2.44,,,
3.5800e-07,10,11.6,40,2.44,,,
3.5840e-07,10,11.6,-40,2.36,,,
3.5880e-07,10,11.6,-40,2.36,,,
3.5920e-07,14,11.68,-40,2.44,,,
3.5960e-07,10,11.68,-40,2.4,,,
3.6000e-07,10,11.6,120,2.44,,,
3.6040e-07,14,11.6,40,2.48,,,
3.6080e-07,14,11.68,-40,2.4,,,
3.6120e-07,10,11.68,-40,2.4,,,
3.6160e-07,10,11.6,40,2.44,,,
3.6200e-07,10,11.68,40,2.4,,,
3.6240e-07,10,11.68,40,2.4,,,
3.6280e-07,10,11.68,120,2.4,,,
3.6320e-07,10,11.6,40,2.4,,,
3.6360e-07,14,11.68,-40,2.44,,,
3.6400e-07,14,11.68,40,2.4,,,
3.6440e-07,6,11.68,40,2.4,,,
3.6480e-07,14,11.68,40,2.4,,,
3.6520e-07,10,11.68,-40,2.36,,,
3.6560e-07,10,11.6,-40,2.4,,,
3.6600e-07,6,11.6,40,2.36,,,
3.6640e-07,6,11.6,-40,2.4,,,
3.6680e-07,6,11.68,-40,2.36,,,
3.6720e-07,6,11.6,-40,2.36,,,
3.6760e-07,6,11.6,40,2.4,,,
3.6800e-07,6,11.6,-40,2.4,,,
3.6840e-07,6,11.6,-40,2.4,,,
3.6880e-07,6,11.6,-40,2.4,,,
3.6920e-07,6,11.68,-40,2.44,,,
3.6960e-07,6,11.6,120,2.4,,,
3.7000e-07,6,11.6,40,2.36,,,
3.7040e-07,6,11.68,120,2.44,,,
3.7080e-07,14,11.6,40,2.4,,,
3.7120e-07,6,11.6,40,2.44,,,
3.7160e-07,6,11.68,40,2.44,,,
3.7200e-07,6,11.68,-40,2.4,,,
3.7240e-07,6,11.6,40,2.36,,,
3.7280e-07,10,11.6,40,2.4,,,
3.7320e-07,6,11.6,-40,2.4,,,
3.7360e-07,6,11.6,40,2.4,,,
3.7400e-07,6,11.52,-40,2.36,,,
3.7440e-07,6,11.6,40,2.4,,,
3.7480e-07,10,11.6,-40,2.4,,,
3.7520e-07,10,11.6,-40,2.36,,,
3.7560e-07,6,11.52,40,2.4,,,
3.7600e-07,6,11.52,40,2.44,,,
3.7640e-07,6,11.6,40,2.44,,,
3.7680e-07,6,11.44,-40,2.4,,,
3.7720e-07,6,11.6,40,2.4,,,
3.7760e-07,10,11.52,40,2.4,,,
3.7800e-07,6,11.52,40,2.4,,,
3.7840e-07,10,11.52,40,2.4,,,
3.7880e-07,14,11.52,40,2.4,,,
3.7920e-07,6,11.6,40,2.4,,,
3.7960e-07,10,11.52,40,2.36,,,
3.8000e-07,6,11.52,40,2.36,,,
3.8040e-07,14,11.52,40,2.36,,,
3.8080e-07,6,11.52,40,2.4,,,
3.8120e-07,6,11.52,40,2.4,,,
3.8160e-07,6,11.52,40,2.36,,,
3.8200e-07,6,11.6,40,2.36,,,
3.8240e-07,6,11.52,40,2.4,,,
3.8280e-07,6,11.6,-40,2.4,,,
3.8320e-07,6,11.6,-40,2.4,,,
3.8360e-07,6,11.6,40,2.4,,,
3.8400e-07,6,11.6,120,2.36,,,
3.8440e-07,10,11.6,40,2.36,,,
3.8480e-07,6,11.6,40,2.32,,,
3.8520e-07,6,11.68,-40,2.36,,,
3.8560e-07,6,11.6,40,2.4,,,
3.8600e-07,6,11.6,-40,2.4,,,
3.8640e-07,6,11.6,40,2.36,,,
3.8680e-07,6,11.68,40,2.4,,,
3.8720e-07,6,11.6,120,2.4,,,
3.8760e-07,6,11.6,40,2.4,,,
3.8800e-07,2,11.6,-40,2.4,,,
3.8840e-07,6,11.6,-40,2.36,,,
3.8880e-07,6,11.68,120,2.36,,,
3.8920e-07,2,11.68,120,2.4,,,
3.8960e-07,2,11.68,40,2.4,,,
3.9000e-07,6,11.68,40,2.36,,,
3.9040e-07,6,11.6,-40,2.4,,,
3.9080e-07,2,11.68,40,2.4,,,
3.9120e-07,6,11.68,-40,2.4,,,
3.9160e-07,-2,11.76,40,2.36,,,
3.9200e-07,2,11.68,40,2.4,,,
3.9240e-07,6,11.68,40,2.4,,,
3.9280e-07,6,11.68,40,2.4,,,
3.9320e-07,6,11.68,40,2.36,,,
3.9360e-07,6,11.68,40,2.36,,,
3.9400e-07,6,11.68,40,2.36,,,
3.9440e-07,6,11.76,120,2.48,,,
3.9480e-07,6,11.76,120,2.4,,,
3.9520e-07,6,11.76,-40,2.36,,,
3.9560e-07,6,11.68,40,2.36,,,
3.9600e-07,6,11.6,40,2.4,,,
3.9640e-07,2,11.76,-40,2.32,,,
3.9680e-07,6,11.76,40,2.4,,,
3.9720e-07,6,11.68,40,2.4,,,
3.9760e-07,6,11.68,-40,2.36,,,
3.9800e-07,6,11.68,-120,2.36,,,
3.9840e-07,6,11.68,40,2.4,,,
3.9880e-07,6,11.6,40,2.4,,,
3.9920e-07,6,11.68,40,2.44,,,
3.9960e-07,2,11.68,40,2.36,,,
4.0000e-07,6,11.68,40,2.4,,,
4.0040e-07,2,11.6,40,2.4,,,
4.0080e-07,2,11.68,40,2.4,,,
4.0120e-07,6,11.68,40,2.4,,,
4.0160e-07,2,11.68,40,2.36,,,
4.0200e-07,-2,11.6,40,2.4,,,
4.0240e-07,2,11.6,-40,2.4,,,
4.0280e-07,2,11.68,40,2.4,,,
4.0320e-07,-2,11.6,40,2.4,,,
4.0360e-07,2,11.6,40,2.44,,,
4.0400e-07,2,11.52,40,2.44,,,
4.0440e-07,2,11.68,40,2.4,,,
4.0480e-07,2,11.68,40,2.4,,,
4.0520e-07,2,11.6,40,2.4,,,
4.0560e-07,-2,11.6,40,2.4,,,
4.0600e-07,-2,11.52,40,2.44,,,
4.0640e-07,2,11.52,-40,2.48,,,
4.0680e-07,2,11.6,-40,2.36,,,
4.0720e-07,2,11.68,-40,2.36,,,
4.0760e-07,-2,11.6,40,2.4,,,
4.0800e-07,-2,11.6,-40,2.4,,,
4.0840e-07,2,11.68,-40,2.44,,,
4.0880e-07,2,11.52,120,2.4,,,
4.0920e-07,2,11.6,40,2.4,,,
4.0960e-07,2,11.68,40,2.36,,,
4.1000e-07,2,11.6,40,2.44,,,
4.1040e-07,2,11.6,40,2.44,,,
4.1080e-07,6,11.52,40,2.4,,,
4.1120e-07,6,11.6,40,2.4,,,
4.1160e-07,2,11.52,40,2.4,,,
4.1200e-07,2,11.52,-40,2.4,,,
4.1240e-07,2,11.52,40,2.4,,,
4.1280e-07,2,11.52,40,2.4,,,
4.1320e-07,2,11.52,40,2.44,,,
4.1360e-07,6,11.6,120,2.4,,,
4.1400e-07,2,11.6,120,2.36,,,
4.1440e-07,2,11.6,40,2.4,,,
4.1480e-07,2,11.52,40,2.36,,,
4.1520e-07,2,11.52,40,2.4,,,
4.1560e-07,6,11.6,40,2.4,,,
4.1600e-07,6,11.52,120,2.4,,,
4.1640e-07,-2,11.6,40,2.44,,,
4.1680e-07,2,11.6,40,2.44,,,
4.1720e-07,2,11.6,40,2.44,,,
4.1760e-07,-2,11.6,40,2.4,,,
4.1800e-07,2,11.6,-40,2.44,,,
4.1840e-07,2,11.52,40,2.44,,,
4.1880e-07,2,11.52,40,2.44,,,
4.1920e-07,-2,11.6,40,2.4,,,
4.1960e-07,-2,11.6,40,2.4,,,
4.2000e-07,-2,11.52,-120,2.4,,,
4.2040e-07,-2,11.52,40,2.4,,,
4.2080e-07,-6,11.6,-40,2.4,,,
4.2120e-07,2,11.52,40,2.4,,,
4.2160e-07,-2,11.52,40,2.4,,,
4.2200e-07,-2,11.6,40,2.4,,,
4.2240e-07,-2,11.6,40,2.4,,,
4.2280e-07,-2,11.52,40,2.36,,,
4.2320e-07,-2,11.52,40,2.36,,,
4.2360e-07,-6,11.52,-40,2.44,,,
4.2400e-07,-6,11.52,-40,2.44,,,
4.2440e-07,-2,11.6,40,2.4,,,
4.2480e-07,-2,11.6,40,2.4,,,
4.2520e-07,-2,11.6,40,2.4,,,
4.2560e-07,2,11.52,40,2.4,,,
4.2600e-07,2,11.44,40,2.4,,,
4.2640e-07,-2,11.52,-40,2.4,,,
4.2680e-07,-2,11.52,40,2.4,,,
4.2720e-07,-2,11.52,40,2.44,,,
4.2760e-07,-2,11.6,-40,2.36,,,
4.2800e-07,2,11.6,-40,2.44,,,
4.2840e-07,2,11.52,40,2.4,,,
4.2880e-07,-2,11.52,40,2.4,,,
4.2920e-07,2,11.6,-40,2.4,,,
4.2960e-07,-2,11.6,120,2.36,,,
4.3000e-07,2,11.6,40,2.36,,,
4.3040e-07,2,11.52,40,2.36,,,
4.3080e-07,-2,11.44,40,2.36,,,
4.3120e-07,-6,11.52,-120,2.44,,,
4.3160e-07,-6,11.44,40,2.4,,,
4.3200e-07,-6,11.44,120,2.4,,,
4.3240e-07,-2,11.36,40,2.4,,,
4.3280e-07,-6,11.36,-40,2.44,,,
4.3320e-07,-6,11.44,-40,2.4,,,
4.3360e-07,-10,11.36,-40,2.44,,,
4.3400e-07,-6,11.44,40,2.36,,,
4.3440e-07,-6,11.36,40,2.36,,,
4.3480e-07,-6,11.44,40,2.36,,,
4.3520e-07,-14,11.44,-40,2.4,,,
4.3560e-07,-10,11.28,-40,2.44,,,
4.3600e-07,-6,11.36,-40,2.44,,,
4.3640e-07,-10,11.44,40,2.4,,,
4.3680e-07,-10,11.36,40,2.4,,,
4.3720e-07,-6,11.36,40,2.4,,,
4.3760e-07,-10,11.36,40,2.4,,,
4.3800e-07,-6,11.36,-40,2.44,,,
4.3840e-07,-10,11.36,40,2.4,,,
4.3880e-07,-6,11.36,-40,2.4,,,
4.3920e-07,-6,11.36,40,2.4,,,
4.3960e-07,-6,11.36,-40,2.4,,,
4.4000e-07,-6,11.36,-40,2.44,,,
4.4040e-07,-6,11.36,-40,2.4,,,
4.4080e-07,-10,11.36,120,2.4,,,
4.4120e-07,-10,11.36,40,2.36,,,
4.4160e-07,-6,11.44,-40,2.36,,,
4.4200e-07,-6,11.44,40,2.4,,,
4.4240e-07,-6,11.52,40,2.4,,,
4.4280e-07,-10,11.44,40,2.4,,,
4.4320e-07,-6,11.36,-40,2.44,,,
4.4360e-07,-6,11.36,40,2.4,,,
4.4400e-07,-6,11.36,40,2.36,,,
4.4440e-07,-6,11.36,-40,2.4,,,
4.4480e-07,-10,11.52,120,2.36,,,
4.4520e-07,-6,11.52,40,2.4,,,
4.4560e-07,-10,11.52,40,2.4,,,
4.4600e-07,-6,11.44,40,2.44,,,
4.4640e-07,-6,11.52,-40,2.4,,,
4.4680e-07,-6,11.52,40,2.36,,,
4.4720e-07,-6,11.52,-40,2.36,,,
4.4760e-07,-10,11.52,40,2.44,,,
4.4800e-07,-10,11.44,40,2.44,,,
4.4840e-07,-10,11.52,40,2.48,,,
4.4880e-07,-14,11.44,-40,2.4,,,
4.4920e-07,-10,11.52,40,2.4,,,
4.4960e-07,-14,11.52,40,2.4,,,
4.5000e-07,-10,11.44,40,2.4,,,
4.5040e-07,-14,11.52,-40,2.4,,,
4.5080e-07,-14,11.52,-40,2.36,,,
4.5120e-07,-18,11.52,-40,2.44,,,
4.5160e-07,-18,11.52,-40,2.4,,,
4.5200e-07,-18,11.52,120,2.4,,,
4.5240e-07,-14,11.44,-40,2.36,,,
4.5280e-07,-18,11.52,40,2.4,,,
4.5320e-07,-18,11.52,40,2.36,,,
4.5360e-07,-14,11.52,40,2.4,,,
4.5400e-07,-18,11.44,40,2.48,,,
4.5440e-07,-18,11.44,-40,2.44,,,
4.5480e-07,-18,11.44,40,2.32,,,
4.5520e-07,-18,11.52,40,2.4,,,
4.5560e-07,-18,11.52,40,2.4,,,
4.5600e-07,-18,11.52,40,2.36,,,
4.5640e-07,-18,11.52,40,2.4,,,
4.5680e-07,-22,11.44,120,2.4,,,
4.5720e-07,-18,11.44,40,2.4,,,
4.5760e-07,-18,11.36,40,2.44,,,
4.5800e-07,-18,11.44,40,2.4,,,
4.5840e-07,-18,11.44,40,2.4,,,
4.5880e-07,-18,11.44,120,2.4,,,
4.5920e-07,-22,11.44,40,2.4,,,
4.5960e-07,-18,11.44,40,2.44,,,
4.6000e-07,-14,11.44,-40,2.44,,,
4.6040e-07,-14,11.36,-40,2.36,,,
4.6080e-07,-18,11.36,40,2.4,,,
4.6120e-07,-18,11.44,40,2.4,,,
4.6160e-07,-14,11.36,120,2.36,,,
4.6200e-07,-14,11.36,40,2.4,,,
4.6240e-07,-18,11.36,40,2.48,,,
4.6280e-07,-18,11.36,40,2.4,,,
4.6320e-07,-14,11.36,40,2.44,,,
4.6360e-07,-14,11.36,40,2.44,,,
4.6400e-07,-18,11.36,40,2.36,,,
4.6440e-07,-18,11.36,40,2.4,,,
4.6480e-07,-14,11.36,-40,2.4,,,
4.6520e-07,-18,11.36,-40,2.4,,,
4.6560e-07,-18,11.36,40,2.36,,,
4.6600e-07,-18,11.36,40,2.4,,,
4.6640e-07,-18,11.28,-120,2.44,,,
4.6680e-07,-22,11.28,40,2.4,,,
4.6720e-07,-26,11.28,40,2.36,,,
4.6760e-07,-26,11.28,40,2.4,,,
4.6800e-07,-22,11.36,-120,2.4,,,
4.6840e-07,-22,11.36,40,2.44,,,
4.6880e-07,-26,11.28,40,2.44,,,
4.6920e-07,-26,11.28,40,2.4,,,
4.6960e-07,-26,11.28,40,2.48,,,
4.7000e-07,-22,11.28,-40,2.4,,,
4.7040e-07,-22,11.36,40,2.4,,,
4.7080e-07,-26,11.36,40,2.4,,,
4.7120e-07,-26,11.28,40,2.48,,,
4.7160e-07,-22,11.28,40,2.4,,,
4.7200e-07,-30,11.2,40,2.4,,,
4.7240e-07,-26,11.36,40,2.44,,,
4.7280e-07,-26,11.2,-40,2.44,,,
4.7320e-07,-22,11.28,-40,2.4,,,
4.7360e-07,-30,11.2,-40,2.4,,,
4.7400e-07,-22,11.2,40,2.44,,,
4.7440e-07,-26,11.36,-40,2.36,,,
4.7480e-07,-26,11.28,40,2.44,,,
4.7520e-07,-26,11.28,120,2.44,,,
4.7560e-07,-26,11.2,40,2.4,,,
4.7600e-07,-26,11.28,120,2.4,,,
4.7640e-07,-30,11.2,40,2.48,,,
4.7680e-07,-30,11.28,-40,2.44,,,
4.7720e-07,-26,11.28,40,2.4,,,
4.7760e-07,-34,11.28,40,2.36,,,
4.7800e-07,-30,11.28,120,2.4,,,
4.7840e-07,-26,11.2,40,2.44,,,
4.7880e-07,-22,11.2,-40,2.4,,,
4.7920e-07,-26,11.28,-40,2.44,,,
4.7960e-07,-30,11.2,-40,2.4,,,
4.8000e-07,-30,11.28,40,2.4,,,
4.8040e-07,-34,11.12,-40,2.4,,,
4.8080e-07,-30,11.28,-40,2.4,,,
4.8120e-07,-30,11.28,-40,2.44,,,
4.8160e-07,-34,11.12,40,2.44,,,
4.8200e-07,-34,11.12,40,2.4,,,
4.8240e-07,-38,11.2,40,2.44,,,
4.8280e-07,-34,11.12,40,2.44,,,
4.8320e-07,-42,11.2,40,2.4,,,
4.8360e-07,-34,11.12,-40,2.4,,,
4.8400e-07,-38,11.12,-40,2.4,,,
4.8440e-07,-46,11.12,40,2.4,,,
4.8480e-07,-42,11.2,-40,2.44,,,
4.8520e-07,-42,11.04,40,2.4,,,
4.8560e-07,-46,11.04,-40,2.36,,,
4.8600e-07,-42,11.04,-40,2.4,,,
4.8640e-07,-50,11.12,40,2.44,,,
4.8680e-07,-46,11.12,40,2.36,,,
4.8720e-07,-46,11.12,-40,2.4,,,
4.8760e-07,-50,10.88,-40,2.36,,,
4.8800e-07,-50,11.12,-40,2.4,,,
4.8840e-07,-54,11.04,40,2.4,,,
4.8880e-07,-54,11.04,40,2.4,,,
4.8920e-07,-54,10.8,40,2.36,,,
4.8960e-07,-54,10.88,40,2.36,,,
4.9000e-07,-58,10.8,40,2.36,,,
4.9040e-07,-58,10.88,40,2.4,,,
4.9080e-07,-58,10.8,40,2.4,,,
4.9120e-07,-58,10.8,-40,2.4,,,
4.9160e-07,-58,10.8,-40,2.4,,,
4.9200e-07,-58,10.72,40,2.4,,,
4.9240e-07,-62,10.72,-40,2.4,,,
4.9280e-07,-62,10.72,-40,2.4,,,
4.9320e-07,-58,10.8,-40,2.36,,,
4.9360e-07,-66,10.72,-40,2.36,,,
4.9400e-07,-70,10.8,40,2.36,,,
4.9440e-07,-70,10.64,-40,2.44,,,
4.9480e-07,-70,10.64,40,2.36,,,
4.9520e-07,-70,10.64,-40,2.36,,,
4.9560e-07,-70,10.64,40,2.4,,,
4.9600e-07,-74,10.64,-40,2.36,,,
4.9640e-07,-78,10.64,-40,2.4,,,
4.9680e-07,-78,10.64,40,2.4,,,
4.9720e-07,-86,10.64,40,2.44,,,
4.9760e-07,-86,10.64,40,2.36,,,
4.9800e-07,-90,10.64,40,2.44,,,
4.9840e-07,-98,10.56,40,2.4,,,
4.9880e-07,-102,10.56,-40,2.16,,,
4.9920e-07,-106,10.48,40,1.68,,,
4.9960e-07,-114,10.4,120,1.16,,,
5.0000e-07,-114,10.48,40,0.72,,,
5.0040e-07,-114,10.48,40,0.44,,,
5.0080e-07,-118,10.48,120,0.32,,,
5.0120e-07,-122,10.4,40,0.28,,,
5.0160e-07,-126,10.32,40,0.28,,,
5.0200e-07,-130,10.48,40,0.24,,,
5.0240e-07,-138,10.4,40,0.2,,,
5.0280e-07,-138,10.48,40,0.24,,,
5.0320e-07,-138,10.72,40,0.16,,,
5.0360e-07,-154,10.8,40,0.16,,,
5.0400e-07,-154,10.88,40,0.12,,,
5.0440e-07,-162,10.88,40,0.16,,,
5.0480e-07,-158,10.72,40,0.2,,,
5.0520e-07,-158,10.56,40,0.12,,,
5.0560e-07,-166,10.4,-40,0.12,,,
5.0600e-07,-170,10.24,40,0.16,,,
5.0640e-07,-174,10.08,40,0.12,,,
5.0680e-07,-182,10.08,40,0.12,,,
5.0720e-07,-182,9.92,40,0.12,,,
5.0760e-07,-194,9.84,40,0.08,,,
5.0800e-07,-190,10,40,0.08,,,
5.0840e-07,-194,10.24,40,0.04,,,
5.0880e-07,-190,10.56,40,0.08,,,
5.0920e-07,-198,10.56,-40,0.16,,,
5.0960e-07,-202,10,-40,0.12,,,
5.1000e-07,-194,9.36,120,0.12,,,
5.1040e-07,-178,9.04,40,0.12,,,
5.1080e-07,-174,9.2,40,0.12,,,
5.1120e-07,-174,10.24,40,0.04,,,
5.1160e-07,-166,11.44,40,0.04,,,
5.1200e-07,-178,12.32,120,0,,,
5.1240e-07,-186,12.56,40,0.04,,,
5.1280e-07,-202,12.08,40,0.08,,,
5.1320e-07,-218,11.2,40,0.04,,,
5.1360e-07,-222,10.32,120,0.04,,,
5.1400e-07,-234,10.08,40,0.08,,,
5.1440e-07,-254,10.16,40,0.08,,,
5.1480e-07,-262,10.96,40,-0.04,,,
5.1520e-07,-278,11.68,40,0.08,,,
5.1560e-07,-278,11.76,40,0.12,,,
5.1600e-07,-246,11.6,40,0.12,,,
5.1640e-07,-242,10.88,40,0.12,,,
5.1680e-07,-250,10.16,40,0.12,,,
5.1720e-07,-254,9.76,40,0.08,,,
5.1760e-07,-278,10,40,0.08,,,
5.1800e-07,-282,10.48,-40,0.04,,,
5.1840e-07,-246,11.2,-40,0.04,,,
5.1880e-07,-214,11.76,-40,0.04,,,
5.1920e-07,-178,11.76,40,0.08,,,
5.1960e-07,-126,11.44,-40,0.08,,,
5.2000e-07,-122,10.88,-40,0.08,,,
5.2040e-07,-102,10.4,-40,0.12,,,
5.2080e-07,-78,10.4,40,0.08,,,
5.2120e-07,-78,10.96,120,0.04,,,
5.2160e-07,-62,11.76,120,0.08,,,
5.2200e-07,-50,12.16,120,0.04,,,
5.2240e-07,-54,11.92,40,0.04,,,
5.2280e-07,-30,10.88,-40,0.04,,,
5.2320e-07,-26,9.76,-40,0.08,,,
5.2360e-07,-26,9.12,40,0,,,
5.2400e-07,-6,9.44,40,0.04,,,
5.2440e-07,6,10.4,-40,0.08,,,
5.2480e-07,14,11.44,-40,0.08,,,
5.2520e-07,30,12.08,-40,0.08,,,
5.2560e-07,34,11.92,40,0.08,,,
5.2600e-07,70,11.04,40,0,,,
5.2640e-07,98,10,40,0.04,,,
5.2680e-07,102,9.52,40,0.08,,,
5.2720e-07,102,9.6,40,0.04,,,
5.2760e-07,78,10.24,-40,0.08,,,
5.2800e-07,42,10.88,-40,0.12,,,
5.2840e-07,26,11.2,40,0.04,,,
5.2880e-07,6,10.88,40,0.04,,,
5.2920e-07,10,10.48,40,0.04,,,
5.2960e-07,34,9.84,40,0.04,,,
5.3000e-07,42,9.92,40,0.04,,,
5.3040e-07,42,10.32,40,0.08,,,
5.3080e-07,34,10.48,120,0.04,,,
5.3120e-07,14,10.72,120,0.04,,,
5.3160e-07,2,10.72,40,0.04,,,
5.3200e-07,-26,10.48,-40,0.04,,,
5.3240e-07,-62,10.32,40,0.04,,,
5.3280e-07,-78,10.08,40,0.04,,,
5.3320e-07,-90,10,-40,0.08,,,
5.3360e-07,-94,10.08,120,0.04,,,
5.3400e-07,-90,10.08,120,0.04,,,
5.3440e-07,-110,10.24,40,0.08,,,
5.3480e-07,-114,10.56,-40,0,,,
5.3520e-07,-106,11.04,40,0.04,,,
5.3560e-07,-106,10.96,-40,0.08,,,
5.3600e-07,-86,10.8,-40,0.08,,,
5.3640e-07,-70,10.16,40,0,,,
5.3680e-07,-82,9.6,120,0,,,
5.3720e-07,-94,9.04,40,0.08,,,
5.3760e-07,-118,9.04,-40,0.04,,,
5.3800e-07,-154,9.44,40,0.08,,,
5.3840e-07,-154,10,40,0.08,,,
5.3880e-07,-162,10.4,40,0.04,,,
5.3920e-07,-158,10.4,120,0.04,,,
5.3960e-07,-118,10.16,-40,0.04,,,
5.4000e-07,-102,9.92,40,0,,,
5.4040e-07,-86,9.84,40,0.08,,,
5.4080e-07,-82,9.92,40,0.04,,,
5.4120e-07,-102,10.24,40,0.04,,,
5.4160e-07,-122,10.48,-40,0.04,,,
5.4200e-07,-138,10.24,40,0.04,,,
5.4240e-07,-158,9.68,120,0.04,,,
5.4280e-07,-178,9.12,40,0.08,,,
5.4320e-07,-186,8.8,40,0.04,,,
5.4360e-07,-210,8.88,40,0.04,,,
5.4400e-07,-214,9.04,120,0,,,
5.4440e-07,-218,9.2,40,0,,,
5.4480e-07,-218,9.12,40,0,,,
5.4520e-07,-186,8.96,40,0.04,,,
5.4560e-07,-158,8.32,120,0.08,,,
5.4600e-07,-146,7.76,40,0.08,,,
