lambda_nm,intensity
6.564755859375000000e+02,8.941925130784511566e-03
6.562518920898437500e+02,8.844869211316108704e-03
6.560281982421875000e+02,8.424681611359119415e-03
6.558045043945312500e+02,8.139163255691528320e-03
6.555808105468750000e+02,8.373253978788852692e-03
6.553571777343750000e+02,8.500234223902225494e-03
6.551334838867187500e+02,8.687072433531284332e-03
6.549097900390625000e+02,7.863007485866546631e-03
6.546860961914062500e+02,6.262446288019418716e-03
6.544624023437500000e+02,6.423043087124824524e-03
6.542387084960937500e+02,7.025677710771560669e-03
6.540150756835937500e+02,7.709780707955360413e-03
6.537913818359375000e+02,8.487047627568244934e-03
6.535676879882812500e+02,8.367657661437988281e-03
6.533439941406250000e+02,6.882181856781244278e-03
6.531203002929687500e+02,5.279256962239742279e-03
6.528966064453125000e+02,6.984883453696966171e-03
6.526729125976562500e+02,8.178994990885257721e-03
6.524492187500000000e+02,7.060728035867214203e-03
6.522255859375000000e+02,7.437131367623806000e-03
6.520018920898437500e+02,6.231513340026140213e-03
6.517781982421875000e+02,3.568286541849374771e-03
6.515545043945312500e+02,5.018980707973241806e-03
6.513308105468750000e+02,7.740967441350221634e-03
6.511071166992187500e+02,6.460812874138355255e-03
6.508834228515625000e+02,3.836272517219185829e-03
6.506597900390625000e+02,5.950675345957279205e-03
6.504360961914062500e+02,8.773848414421081543e-03
6.502124023437500000e+02,8.941925130784511566e-03
6.499887084960937500e+02,8.941925130784511566e-03
6.497650146484375000e+02,9.018864482641220093e-03
6.495413208007812500e+02,8.551576174795627594e-03
6.493176269531250000e+02,7.640716154128313065e-03
6.490939941406250000e+02,7.226885762065649033e-03
6.488703002929687500e+02,6.001408211886882782e-03
6.486466064453125000e+02,4.532174207270145416e-03
6.484229125976562500e+02,4.798531532287597656e-03
6.481992187500000000e+02,5.271295085549354553e-03
6.479755249023437500e+02,4.946752451360225677e-03
6.477518310546875000e+02,5.449704360216856003e-03
6.475281982421875000e+02,5.712342448532581329e-03
6.473045043945312500e+02,5.126338452100753784e-03
6.470808105468750000e+02,6.517492234706878662e-03
6.468571166992187500e+02,8.396864868700504303e-03
6.466334228515625000e+02,8.738543838262557983e-03
6.464097290039062500e+02,7.562173996120691299e-03
6.461860351562500000e+02,5.446641240268945694e-03
6.459624023437500000e+02,5.692169535905122757e-03
6.457387084960937500e+02,6.322523113340139389e-03
6.455150146484375000e+02,5.736195016652345657e-03
6.452913208007812500e+02,5.947255529463291168e-03
6.450676269531250000e+02,7.351933978497982025e-03
6.448439331054687500e+02,8.621919900178909302e-03
6.446202392578125000e+02,8.837081491947174072e-03
6.443966064453125000e+02,7.755046244710683823e-03
6.441729125976562500e+02,6.821200251579284668e-03
6.439492187500000000e+02,7.707676384598016739e-03
6.437255249023437500e+02,8.277481421828269958e-03
6.435018310546875000e+02,8.186986669898033142e-03
6.432781372070312500e+02,8.357176557183265686e-03
6.430545043945312500e+02,7.215302903205156326e-03
6.428308105468750000e+02,5.959000438451766968e-03
6.426071166992187500e+02,6.804184988141059875e-03
6.423834228515625000e+02,7.752660661935806274e-03
6.421597290039062500e+02,7.123212795704603195e-03
6.419360351562500000e+02,6.058665458112955093e-03
6.417123413085937500e+02,7.075331173837184906e-03
6.414887084960937500e+02,8.529091253876686096e-03
6.412650146484375000e+02,8.608859032392501831e-03
6.410413208007812500e+02,7.651166990399360657e-03
6.408176269531250000e+02,6.461340002715587616e-03
6.405939331054687500e+02,7.590336259454488754e-03
6.403702392578125000e+02,8.777732960879802704e-03
6.401465454101562500e+02,8.626914583146572113e-03
6.399229125976562500e+02,8.630642667412757874e-03
6.396992187500000000e+02,8.788262493908405304e-03
6.394755249023437500e+02,9.036524221301078796e-03
6.392518310546875000e+02,9.313762187957763672e-03
6.390281372070312500e+02,9.002726525068283081e-03
6.388044433593750000e+02,8.565915748476982117e-03
6.385807495117187500e+02,7.798034697771072388e-03
6.383571166992187500e+02,6.347503978759050369e-03
6.381334228515625000e+02,6.664364133030176163e-03
6.379097290039062500e+02,8.228466846048831940e-03
6.376860351562500000e+02,7.900861091911792755e-03
6.374623413085937500e+02,6.786594167351722717e-03
6.372386474609375000e+02,7.395994383841753006e-03
6.370149536132812500e+02,8.207656443119049072e-03
6.367913208007812500e+02,8.553428575396537781e-03
6.365676269531250000e+02,8.873539976775646210e-03
6.363439331054687500e+02,8.514319546520709991e-03
6.361202392578125000e+02,8.144710212945938110e-03
6.358965454101562500e+02,8.518167771399021149e-03
6.356728515625000000e+02,8.975848555564880371e-03
6.354491577148437500e+02,9.014936164021492004e-03
6.352255249023437500e+02,8.980969898402690887e-03
6.350018310546875000e+02,8.782545104622840881e-03
6.347781372070312500e+02,8.618373423814773560e-03
6.345544433593750000e+02,8.451581001281738281e-03
6.343307495117187500e+02,8.270028047263622284e-03
6.341070556640625000e+02,8.924687281250953674e-03
6.338833618164062500e+02,9.724166244268417358e-03
6.336597290039062500e+02,8.696757256984710693e-03
6.334360351562500000e+02,7.377353496849536896e-03
6.332123413085937500e+02,8.028938435018062592e-03
6.329886474609375000e+02,8.850168436765670776e-03
6.327649536132812500e+02,8.776252157986164093e-03
6.325412597656250000e+02,7.563313003629446030e-03
6.323175659179687500e+02,6.537630688399076462e-03
6.320939331054687500e+02,7.683064788579940796e-03
6.318702392578125000e+02,8.713744580745697021e-03
6.316465454101562500e+02,8.823526091873645782e-03
6.314228515625000000e+02,8.589237928390502930e-03
6.311991577148437500e+02,8.191228844225406647e-03
6.309754638671875000e+02,8.493128232657909393e-03
6.307517700195312500e+02,8.892337791621685028e-03
6.305281372070312500e+02,8.941925130784511566e-03
6.303044433593750000e+02,8.829432539641857147e-03
6.300807495117187500e+02,8.706361986696720123e-03
6.298570556640625000e+02,7.836267352104187012e-03
6.296333618164062500e+02,5.922374781221151352e-03
6.294096679687500000e+02,5.285915918648242950e-03
6.291859741210937500e+02,5.688766483217477798e-03
6.289623413085937500e+02,6.181267555803060532e-03
6.287386474609375000e+02,6.642871070653200150e-03
6.285149536132812500e+02,6.593208760023117065e-03
6.282912597656250000e+02,6.713981274515390396e-03
6.280675659179687500e+02,6.945997942239046097e-03
6.278438720703125000e+02,7.499133702367544174e-03
6.276201782226562500e+02,7.349898573011159897e-03
6.273965454101562500e+02,6.676023826003074646e-03
6.271728515625000000e+02,7.310255896300077438e-03
6.269491577148437500e+02,8.000289089977741241e-03
6.267254638671875000e+02,8.381549268960952759e-03
6.265017700195312500e+02,8.415977470576763153e-03
6.262780761718750000e+02,8.198525756597518921e-03
6.260543823242187500e+02,8.591882884502410889e-03
6.258307495117187500e+02,8.917821571230888367e-03
6.256070556640625000e+02,7.654458284378051758e-03
6.253833618164062500e+02,6.345825269818305969e-03
6.251596679687500000e+02,7.582309190183877945e-03
6.249359741210937500e+02,8.942074142396450043e-03
6.247122802734375000e+02,8.739593438804149628e-03
6.244885864257812500e+02,7.773005869239568710e-03
6.242649536132812500e+02,7.468867581337690353e-03
6.240412597656250000e+02,7.329494692385196686e-03
6.238175659179687500e+02,6.509788334369659424e-03
6.235938720703125000e+02,7.182743865996599197e-03
6.233701782226562500e+02,6.672516930848360062e-03
6.231464843750000000e+02,4.800340626388788223e-03
6.229227905273437500e+02,6.233650725334882736e-03
6.226991577148437500e+02,8.413180708885192871e-03
6.224754638671875000e+02,7.308680564165115356e-03
6.222517700195312500e+02,5.837532691657543182e-03
6.220280761718750000e+02,6.272472906857728958e-03
6.218043823242187500e+02,6.844545248895883560e-03
6.215806884765625000e+02,7.449815981090068817e-03
6.213570556640625000e+02,7.983194664120674133e-03
6.211333618164062500e+02,7.615132257342338562e-03
6.209096679687500000e+02,7.083655335009098053e-03
6.206859741210937500e+02,7.866999134421348572e-03
6.204622802734375000e+02,7.616254035383462906e-03
6.202385864257812500e+02,6.581107620149850845e-03
6.200148925781250000e+02,6.669839378446340561e-03
