lambda_nm,intensity
6.297216186523437500e+02,2.014843560755252838e-02
6.299713134765625000e+02,1.916809566318988800e-02
6.302210693359375000e+02,1.873013563454151154e-02
6.304707641601562500e+02,1.962086930871009827e-02
6.307205200195312500e+02,1.970358751714229584e-02
6.309702148437500000e+02,1.948652788996696472e-02
6.312199707031250000e+02,1.937083713710308075e-02
6.314696655273437500e+02,1.853295601904392242e-02
6.317194213867187500e+02,1.708897203207015991e-02
6.319691162109375000e+02,1.668720319867134094e-02
6.322188720703125000e+02,1.717079803347587585e-02
6.324686279296875000e+02,1.662029698491096497e-02
6.327183227539062500e+02,1.632781699299812317e-02
6.329680175781250000e+02,1.656827144324779510e-02
6.332177734375000000e+02,1.628641039133071899e-02
6.334675292968750000e+02,1.633251830935478210e-02
6.337172241210937500e+02,1.709838956594467163e-02
6.339669189453125000e+02,1.698742993175983429e-02
6.342166748046875000e+02,1.666884496808052063e-02
6.344664306640625000e+02,1.686415821313858032e-02
6.347161254882812500e+02,1.690157502889633179e-02
6.349658203125000000e+02,1.689000427722930908e-02
6.352155761718750000e+02,1.714275032281875610e-02
6.354653320312500000e+02,1.725630834698677063e-02
6.357150268554687500e+02,1.708123274147510529e-02
6.359647216796875000e+02,1.720640063285827637e-02
6.362144775390625000e+02,1.715525425970554352e-02
6.364642333984375000e+02,1.755109615623950958e-02
6.367139282226562500e+02,1.788559556007385254e-02
6.369636840820312500e+02,1.844747178256511688e-02
6.372133789062500000e+02,1.711871661245822906e-02
6.374631347656250000e+02,1.646194793283939362e-02
6.377128295898437500e+02,1.729593612253665924e-02
6.379625854492187500e+02,1.817493513226509094e-02
6.382122802734375000e+02,1.859307102859020233e-02
6.384620361328125000e+02,1.767600700259208679e-02
6.387117309570312500e+02,1.725848764181137085e-02
6.389614868164062500e+02,1.758096180856227875e-02
6.392111816406250000e+02,1.792683638632297516e-02
6.394609375000000000e+02,1.903370022773742676e-02
6.397106933593750000e+02,1.959536038339138031e-02
6.399603881835937500e+02,1.839728280901908875e-02
6.402100830078125000e+02,1.689666695892810822e-02
6.404598388671875000e+02,1.677835173904895782e-02
6.407095947265625000e+02,1.706447266042232513e-02
6.409592895507812500e+02,1.725124567747116089e-02
6.412089843750000000e+02,1.696128584444522858e-02
6.414587402343750000e+02,1.815515011548995972e-02
6.417084960937500000e+02,1.887617632746696472e-02
6.419581909179687500e+02,1.897118240594863892e-02
6.422078857421875000e+02,1.898281462490558624e-02
6.424576416015625000e+02,1.949119754135608673e-02
6.427073974609375000e+02,1.909129694104194641e-02
6.429570922851562500e+02,1.831934601068496704e-02
6.432068481445312500e+02,1.849876716732978821e-02
6.434565429687500000e+02,1.802015304565429688e-02
6.437062988281250000e+02,1.737107709050178528e-02
6.439559936523437500e+02,1.809731684625148773e-02
