lambda_nm,intensity
6.310898437500000000e+02,1.392881199717521667e-02
6.308660888671875000e+02,1.271687168627977371e-02
6.306422729492187500e+02,1.259864214807748795e-02
6.304185180664062500e+02,1.353399176150560379e-02
6.301947631835937500e+02,1.193320564925670624e-02
6.299710083007812500e+02,1.236309856176376343e-02
6.297472534179687500e+02,1.373629830777645111e-02
6.295234985351562500e+02,1.263383403420448303e-02
6.292997436523437500e+02,1.283970754593610764e-02
6.290759887695312500e+02,1.261854544281959534e-02
6.288522338867187500e+02,1.158957090228796005e-02
6.286284790039062500e+02,1.153472345322370529e-02
6.284047241210937500e+02,1.251048780977725983e-02
6.281809692382812500e+02,1.259316783398389816e-02
6.279572143554687500e+02,1.361982803791761398e-02
6.277334594726562500e+02,1.431071944534778595e-02
6.275097045898437500e+02,1.315040048211812973e-02
6.272859497070312500e+02,1.084509026259183884e-02
6.270621948242187500e+02,1.086619496345520020e-02
6.268384399414062500e+02,1.142191980034112930e-02
6.266146850585937500e+02,1.275527477264404297e-02
6.263909301757812500e+02,1.051170192658901215e-02
6.261671752929687500e+02,1.045293826609849930e-02
6.259434204101562500e+02,1.023494731634855270e-02
6.257196655273437500e+02,1.014630123972892761e-02
6.254959106445312500e+02,1.376981846988201141e-02
6.252721557617187500e+02,1.389588508754968643e-02
6.250484008789062500e+02,1.326875388622283936e-02
6.248246459960937500e+02,1.182949170470237732e-02
6.246008911132812500e+02,1.203668490052223206e-02
6.243771362304687500e+02,1.170487795025110245e-02
6.241533813476562500e+02,1.150994189083576202e-02
6.239296264648437500e+02,1.310585159808397293e-02
6.237058715820312500e+02,1.187869347631931305e-02
6.234821166992187500e+02,1.125724520534276962e-02
6.232583618164062500e+02,1.041408628225326538e-02
6.230346069335937500e+02,1.036773528903722763e-02
6.228108520507812500e+02,1.271540857851505280e-02
6.225870971679687500e+02,1.273740548640489578e-02
6.223633422851562500e+02,1.330678071826696396e-02
6.221395874023437500e+02,1.172254513949155807e-02
6.219158325195312500e+02,1.135225314646959305e-02
6.216920776367187500e+02,1.157306693494319916e-02
6.214683227539062500e+02,1.081095635890960693e-02
6.212445678710937500e+02,1.166287157684564590e-02
6.210208129882812500e+02,1.155443582683801651e-02
6.207970581054687500e+02,1.156698539853096008e-02
6.205733032226562500e+02,1.182396896183490753e-02
6.203495483398437500e+02,1.168532576411962509e-02
6.201257934570312500e+02,1.281946711242198944e-02
6.199020385742187500e+02,1.186603773385286331e-02
6.196782836914062500e+02,1.187425013631582260e-02
6.194545288085937500e+02,1.234802044928073883e-02
